uniprot_id,GO_IDs
Q9HY79,GO_0005506;GO_0046872;GO_0005737;GO_0008199;GO_0016491;GO_0070288;GO_0005829;GO_0020037;GO_0140315;GO_0006811;GO_0004322;GO_0006826;GO_0006879
P04637,GO_0001756;GO_0070242;GO_0019661;GO_0002309;GO_0002360;GO_0001701;GO_0072593;GO_0007405;GO_0051726;GO_0072089;GO_0051402;GO_0002931;GO_0048144;GO_1902749;GO_0014009;GO_0002326;GO_0006357;GO_0001836;GO_0000423;GO_0006302;GO_0008283;GO_0010659;GO_0008285;GO_0006606;GO_0000122
M5AAG8,GO_0003824;GO_0016740;GO_0016787;GO_0000166;GO_0004386;GO_0039693;GO_0005524;GO_0006260
B6H6L7,GO_0016787
P25440,GO_0005515;GO_0001843;GO_0140015;GO_0140033;GO_0003682;GO_0006325;GO_0006357;GO_0006334;GO_0006338;GO_0007283;GO_0042393;GO_0140011;GO_0140012;GO_0004674
P13995,GO_0004488;GO_0016491;GO_0042301;GO_0003824;GO_0006730;GO_0004477;GO_0016787;GO_0035999;GO_0004487;GO_0000287;GO_0015943;GO_0005515
Q9XEI3,GO_0004553;GO_0016787;GO_0005975;GO_0016798
Q6PL18,GO_0005515;GO_0016787;GO_0006337;GO_0045893;GO_0000166;GO_0005654;GO_0045815;GO_0006334;GO_0005634;GO_0042393;GO_0016887;GO_0070062;GO_0005524;GO_0003682
P78417,GO_0051280;GO_0050610;GO_0010881;GO_0045174;GO_0016491;GO_0071243;GO_0005737;GO_0019852;GO_0010880;GO_0014810;GO_0016740;GO_0042178;GO_0051281;GO_0098869;GO_0006749;GO_0005515;GO_0004364
P11978,GO_0003690;GO_0030466;GO_0031453;GO_0060090;GO_0006303;GO_0003677;GO_0031491;GO_0005515
P83916,GO_0000781;GO_0045892;GO_0003682;GO_0005515
O75530,GO_0005515;GO_0001222;GO_0071514;GO_1990830;GO_0048709;GO_2000011;GO_0031491;GO_0000122;GO_0003682
A8M6W6,GO_0046872;GO_0016765;GO_0016740;GO_0009820
P04278,GO_0005515;GO_0070062;GO_0008289;GO_0005576;GO_0005496;GO_0005497
P00383,GO_0004146;GO_0016491;GO_0046654;GO_0031427;GO_0009410;GO_0006730;GO_0046677
P0AG16,GO_0005737;GO_0016757;GO_0046872;GO_0006189;GO_0009113;GO_0004044;GO_0006541;GO_0016740;GO_0006164;GO_0097216;GO_0000287;GO_0042802
Q47506,GO_0005737;GO_0046872;GO_0016779;GO_0008641;GO_0000166;GO_0004792;GO_0005524;GO_0005515
Q6NYC1,GO_0007507;GO_0007166;GO_0033077;GO_0043654;GO_0003723;GO_0003727;GO_0005506;GO_0043277;GO_0001568;GO_0048821;GO_0001822;GO_0060041;GO_0042116;GO_0005515;GO_0030324
O00481,GO_0005515;GO_0016020;GO_0002376;GO_0050798;GO_0032729;GO_0005102;GO_0005886;GO_0001819;GO_0009897;GO_0001817;GO_0002250;GO_0050852
Q9LT15,GO_0015749;GO_0015757;GO_0005354;GO_0008645;GO_0022857;GO_0009679;GO_0055085;GO_0005886;GO_0015761;GO_0071333;GO_0015293;GO_0015144;GO_0016020;GO_0015145;GO_0015578
Q86X55,GO_0003713;GO_0008013;GO_0008168;GO_0000976;GO_0008276;GO_0008469;GO_0005515;GO_0016274
Q6L5H6,GO_0009738;GO_0046872;GO_0005515;GO_0043169;GO_1902531;GO_0004721;GO_0016787;GO_0004722
Q9Y5Z0,GO_0008233;GO_0004190;GO_0006508;GO_0016787;GO_0005515
P26446,GO_0016779;GO_0003677;GO_0003684;GO_0016740;GO_0140815;GO_0051287;GO_0003950;GO_0140807;GO_0016757;GO_0042803;GO_0046872;GO_0140805;GO_0140808;GO_0003824;GO_0008270;GO_0031491;GO_0140806
Q9S5X0,GO_0015081;GO_0046872;GO_0009678;GO_1902600;GO_0004427;GO_0035725;GO_0005886;GO_0006811;GO_0016020;GO_0006814;GO_0030955;GO_0005509;GO_0000287;GO_0005515;GO_0042803
D1AWE0,GO_0005886;GO_0046872;GO_0016020
Q91VE3,GO_0008233;GO_0005576;GO_0001533;GO_0008236;GO_0004252;GO_0005615;GO_0006508;GO_0097209;GO_0016787;GO_0002803
P58004,GO_0032542;GO_0032868;GO_0042593;GO_0009749;GO_0006111;GO_1904504;GO_0005092;GO_0141161;GO_0031588;GO_0070328;GO_0007005;GO_0006635;GO_0098869;GO_0005515;GO_0051897;GO_0031932;GO_0044877;GO_0046323;GO_0032042;GO_0004601
Q2G036,GO_0005737;GO_0008233;GO_0004176;GO_0008236;GO_0004252;GO_0051117;GO_0006508;GO_0009368;GO_0016787;GO_0006515
Q9H7Z6,GO_0046972;GO_0005515;GO_0003713;GO_0019899;GO_0043996;GO_0008270;GO_0010485;GO_0016740;GO_0010506;GO_0004402;GO_0016407;GO_0043995;GO_0016746
B2ZB02,GO_0046872;GO_0016491
Q8WYB5,GO_0006355;GO_0046872;GO_0005515;GO_0061733;GO_0003713;GO_0003682;GO_0044877;GO_0036408;GO_0008270;GO_0010484;GO_0003677;GO_0006325;GO_0016740;GO_0006334;GO_0004402;GO_0003712;GO_0016746
P0AD67,GO_0008233;GO_0071555;GO_0008658;GO_0009002;GO_0009252;GO_0008360;GO_0006508;GO_0016020;GO_0016787;GO_0005886;GO_0071972;GO_0004180
Q91H74,GO_0046872;GO_0006370;GO_0008236;GO_0004252;GO_0008168;GO_0016787;GO_0004483;GO_0016779;GO_0015267;GO_0003824;GO_0016740;GO_0004386;GO_0004482;GO_0046983;GO_0008233;GO_0016817;GO_0003724;GO_0001172;GO_0000166;GO_0005524;GO_0003723;GO_0003725;GO_0005198;GO_0017111;GO_0003968
P62508,GO_0005515;GO_0003677;GO_0008270;GO_0003700;GO_0004879;GO_0000977;GO_0000981;GO_0046872;GO_0005496;GO_0003707;GO_0001228;GO_0034056;GO_0043565
P16869,GO_0044718;GO_0015891;GO_0015687;GO_0072711;GO_0033214;GO_0009279;GO_0015092;GO_1902495;GO_0015344;GO_0006879;GO_0016020;GO_0006811;GO_0038023;GO_0006826;GO_0015343;GO_0042928
P00734,GO_0005509;GO_0010468;GO_0005515;GO_0008360;GO_0004252;GO_0051897;GO_0004175;GO_0008284;GO_0001530;GO_0030307;GO_0005102;GO_0009897;GO_0030168;GO_0062023
P21675,GO_0061628;GO_0001181;GO_0004674;GO_0140566;GO_0000979;GO_0002039;GO_0005730;GO_0003677;GO_0004672;GO_0001091;GO_0000166;GO_0004402;GO_1905502;GO_0005654;GO_0160207;GO_0005515
Q8N1Q1,GO_0005515;GO_0005737;GO_0004089;GO_0005829;GO_0016829;GO_0043231;GO_0046872;GO_0008270;GO_0043209
P04439,GO_0003723;GO_0030881;GO_0042605;GO_0042270;GO_0005102;GO_0005515
G3G192,GO_0008800;GO_0030655;GO_0017001;GO_0016020;GO_0016787;GO_0046677
P04918,GO_0042056;GO_0060326;GO_0006953;GO_0009617;GO_0005576;GO_0005615;GO_0071347;GO_0050918;GO_0034364;GO_0035662;GO_0035634
P31749,GO_0006954;GO_0008637;GO_0032880;GO_0032094;GO_0042593;GO_0030163;GO_0001893;GO_0007281;GO_0032436;GO_0006468;GO_0031641;GO_1900087;GO_0035556;GO_0031663;GO_0043161;GO_0032869;GO_0016567;GO_0035924;GO_0010765;GO_0032287;GO_0036294;GO_0022605;GO_0006924;GO_0001649;GO_0010763
P50120,GO_0005737;GO_0005504;GO_0006776;GO_0140104;GO_0005829;GO_0008289;GO_0016918;GO_0005501;GO_0008544;GO_0005634;GO_0019841;GO_0015908;GO_0001523
P02754,GO_0005515;GO_0036094;GO_0019841;GO_0005576;GO_0036041;GO_0042802
P61201,GO_0003714;GO_0001833;GO_0035914;GO_0045892;GO_0005515;GO_0001834
Q8TEK3,GO_0005515;GO_0003676;GO_0010467;GO_0003677;GO_0016740;GO_0006281;GO_0006325;GO_0000077;GO_0042054;GO_0008168;GO_0140956;GO_0140938;GO_0031151;GO_0045944
P14489,GO_0071555;GO_0008658;GO_0008800;GO_0017001;GO_0042597;GO_0016787;GO_0005886;GO_0046677
Q88QV5,GO_0018189
Q9WYV0,GO_0009381;GO_0046872;GO_0006281;GO_0005737;GO_0006974;GO_0009380;GO_0009432;GO_0003824;GO_0004518;GO_0003677;GO_0016887;GO_0006289;GO_0000166;GO_0005524;GO_0008270
Q13627,GO_0048025;GO_0004715;GO_0004674;GO_0003713;GO_0005856;GO_0004712;GO_0018108;GO_0004672;GO_0000166;GO_0004713;GO_0005515
P06730,GO_0005515;GO_0001662;GO_0000339;GO_0000340;GO_0003723;GO_0045665;GO_0019827;GO_0030182;GO_0010507;GO_0017148;GO_0003743;GO_0071549
Q9UNE7,GO_0004842;GO_0000209;GO_0005515;GO_0001664
Q506Q0,GO_0016301;GO_0042393;GO_0004715;GO_0035556;GO_0022407;GO_0005856;GO_0006325;GO_0005634;GO_0019221;GO_0050865;GO_0004672;GO_0016740;GO_0008284;GO_0000166;GO_0012505;GO_0004713;GO_0016020;GO_0005524
P00746,GO_0006957;GO_0008233;GO_0005576;GO_0009617;GO_0004252;GO_0008236;GO_0005615;GO_0006508;GO_0045087;GO_0051604;GO_0016787;GO_0002376;GO_0006956
Q9GZT9,GO_0005515;GO_0060347;GO_0016491;GO_0008198;GO_0016706;GO_0016705;GO_0005506;GO_0055008;GO_0008270;GO_0060711;GO_0060412;GO_0004857
P31947,GO_0005515;GO_0043616;GO_0010839;GO_0051726;GO_0072089;GO_2000647;GO_0043588;GO_0003334;GO_0030216;GO_0031424
Q9Y337,GO_0008233;GO_0022617;GO_0005576;GO_0070268;GO_0008236;GO_0004252;GO_0030141;GO_0005615;GO_0008544;GO_0006508;GO_0045745;GO_0051604;GO_0016787;GO_0097186;GO_0002803;GO_0005515
J9VNH4,GO_0051726;GO_0046872;GO_0016301;GO_0006974;GO_0004674;GO_0005829;GO_0006359;GO_0005634;GO_0005956;GO_0043231;GO_0004672;GO_0016740;GO_0106310;GO_0000166;GO_0006356;GO_0005524
P04058,GO_0016787;GO_0052689;GO_0019695;GO_0016020;GO_0043083;GO_0005615;GO_0004104;GO_0003990;GO_0006581;GO_0005886;GO_0098552;GO_0045202;GO_0001507
Q57193,GO_0046872;GO_0005576
P09874,GO_0007005;GO_0043504;GO_0003677;GO_0003684;GO_0032880;GO_0036211;GO_0003723;GO_0003950;GO_0034599;GO_0003824;GO_0006974;GO_0032042;GO_0003682
K7N5M3,GO_0005886;GO_0002250;GO_0002376
D1A7C3,GO_0046872;GO_0016491;GO_1903136;GO_0018158;GO_0043687;GO_0120147
Q16875,GO_0061744;GO_0003873;GO_0016301;GO_0006000;GO_0004331;GO_0005829;GO_0003824;GO_0046835;GO_0006003;GO_0006915;GO_0016740;GO_0010001;GO_0000166;GO_0016787;GO_0005654;GO_0005524;GO_0005515;GO_0006096
O14744,GO_0003714;GO_0002039;GO_0005515;GO_0035246
C3W5S0,GO_0046872;GO_0003723;GO_0039657;GO_0039523;GO_0075523;GO_0004519;GO_0030430;GO_0042025;GO_0075526;GO_0004518;GO_0006351;GO_0039694;GO_0016787
P43873,GO_0046872;GO_0003989;GO_2001295;GO_0006633;GO_0003824;GO_0006631;GO_0016874;GO_0006629;GO_0000166;GO_0004075;GO_0005524
Q9BZX2,GO_0005737;GO_0048678;GO_0016301;GO_0004849;GO_0044211;GO_0043771;GO_0005829;GO_0007631;GO_0009224;GO_0071453;GO_0016740;GO_0009117;GO_0000166;GO_0005524;GO_0044206;GO_0042802
D3KVD8,GO_0003677
A7Y8I1,GO_0046761;GO_0019031;GO_0033644;GO_0075512;GO_0039654;GO_0075509;GO_0044423;GO_0046789;GO_0020002;GO_0039663;GO_0016020;GO_0055036;GO_0046718;GO_0019064;GO_0019065;GO_0019062
O60760,GO_0016853;GO_0046872;GO_0009624;GO_0042803;GO_0001516;GO_0004667;GO_0010269;GO_0006631;GO_2000255;GO_0006629;GO_0016740;GO_0005509;GO_0000287;GO_0005515;GO_0004364
P21554,GO_0007165;GO_0005737;GO_0007187;GO_0007186;GO_0004930;GO_0007188;GO_0007189;GO_0042593;GO_0023052;GO_0007413;GO_0004949;GO_0038171;GO_0007154;GO_0099509;GO_0019222;GO_0098921;GO_0005515;GO_0042802
Q4DSV5,GO_0005829;GO_0034236;GO_0005952;GO_0030552;GO_0004862
P53396,GO_0046872;GO_0046912;GO_0006107;GO_0003824;GO_0006085;GO_0006101;GO_0006629;GO_0016740;GO_0000166;GO_0003878;GO_0005524;GO_0005515
W7JP72,GO_0005737;GO_0004824;GO_0005829;GO_0000049;GO_0004812;GO_0016874;GO_0006418;GO_0006430;GO_0000166;GO_0003676;GO_0005524
P32248,GO_0002606;GO_0016493;GO_0001768;GO_0002407;GO_0048872;GO_0004930;GO_0002885;GO_0032695;GO_0001954;GO_0002922;GO_0002408;GO_0035758;GO_0038121;GO_0035757;GO_0038117;GO_0004950
Q9NZQ7,GO_0002841;GO_0002250;GO_0042130;GO_0003713;GO_0070232;GO_0005634;GO_1905399;GO_0002376;GO_0046006;GO_0005515;GO_0048018
Q9NS75,GO_0007165;GO_0001631;GO_0008528;GO_0007186;GO_0004930;GO_0006955;GO_0007218;GO_0061737;GO_0005886;GO_0005515;GO_0004974
P07332,GO_0001578;GO_0016301;GO_0007098;GO_0004715;GO_0031410;GO_0008289;GO_0008017;GO_0035091;GO_0034987;GO_0004672;GO_0016740;GO_0000166;GO_0004713;GO_0005524;GO_0005515
Q16873,GO_0042802;GO_0006691;GO_0004602;GO_0008289;GO_0004464;GO_0016740;GO_0008047;GO_0016829;GO_0005515;GO_0004364
Q9NYL2,GO_0070269;GO_0004706;GO_0140469;GO_0003723;GO_0004674;GO_0004709;GO_0043068;GO_0007010;GO_0004672;GO_0000166;GO_0000287;GO_0005515
P00747,GO_0005515;GO_0016485;GO_0004252;GO_0046716;GO_0060716;GO_0004175;GO_0071674;GO_0042246;GO_0002020;GO_0005102;GO_0045445;GO_0060707
Q99873,GO_0001701;GO_0003723;GO_0005515
Q13126,GO_0016740;GO_0006166;GO_0016757;GO_0004645;GO_0070062;GO_0005737;GO_0019509;GO_0017061;GO_0003824;GO_0005634;GO_0006738;GO_0005515;GO_0032259;GO_0033574;GO_0005829;GO_0016763;GO_0009116;GO_0005654;GO_0006139
P09958,GO_0016485;GO_0032374;GO_0004252;GO_0005615;GO_0004175;GO_0002020;GO_0009966;GO_0032904;GO_0019081
P21860,GO_0003197;GO_0010628;GO_0097049;GO_0004888;GO_0007422;GO_0055025;GO_2000672;GO_0005515;GO_0043524;GO_0014037;GO_0021545;GO_0004672;GO_0000166;GO_0070886;GO_0004713;GO_0051402
Q04609,GO_0016787;GO_0005737;GO_1904492;GO_0006508;GO_1904493;GO_0004181;GO_0006760;GO_0046872;GO_0005886;GO_0003824;GO_0008237;GO_0016805;GO_0008233;GO_0035609;GO_0004180
Q8ULI9,GO_0008233;GO_0004190;GO_0016787;GO_0006508
P51436,GO_0046872;GO_0001975;GO_0042053;GO_0004952;GO_0060080;GO_0004930;GO_0007195;GO_0008344;GO_0007165;GO_0051380;GO_0051379;GO_0001591;GO_0042802;GO_0017124;GO_0035240;GO_0048148;GO_0001963;GO_0006874;GO_0042596
Q51817,GO_0008233;GO_0046872;GO_0005576;GO_0044179;GO_0008234;GO_0006508;GO_0004197;GO_0016787;GO_0005509
P63096,GO_0001664;GO_0003924;GO_0003925;GO_0000166;GO_0000287;GO_0005515
Q01217,GO_0005737;GO_0016491;GO_0070401;GO_0008652;GO_0006526;GO_0003824;GO_0016740;GO_0005759;GO_0006592;GO_1901607;GO_0005739;GO_0000166;GO_0005524;GO_0006355;GO_0016301;GO_0016620;GO_0003991;GO_0003942;GO_0051287
O67854,GO_0016020;GO_0005886;GO_0035725
P62937,GO_0003723;GO_0030182;GO_0005178;GO_0003755;GO_0005515
P24630,GO_0016853;GO_0005737;GO_0042286;GO_0006779;GO_0033014;GO_0015995;GO_0030170;GO_0008483;GO_0006782
A7B1V0,GO_0005737;GO_0016830;GO_0030170;GO_0006568;GO_0019752;GO_0004058;GO_0016829;GO_0006520;GO_0016831;GO_0036469
P56218,GO_0004177;GO_0005737;GO_0008233;GO_0046872;GO_0008235;GO_0070006;GO_0006508;GO_0004239;GO_0016787
P11456,GO_0007041;GO_0005768;GO_0033299;GO_1905394;GO_0048471;GO_0005764;GO_0005770;GO_0005765;GO_0012505;GO_0006622;GO_0005802;GO_0016020;GO_0043231;GO_0019904;GO_0005794
B3EY95,GO_0003986;GO_0006084;GO_1901289;GO_0019427;GO_0006085;GO_0045733;GO_0006083;GO_0016740;GO_0008775;GO_0008410
Q43088,GO_0032259;GO_0016740;GO_0030785;GO_0016279;GO_0008168;GO_0009507;GO_0009536
P74325,GO_0046872;GO_0016791;GO_0050307;GO_0016787;GO_0000287;GO_0005986
P50921,GO_0019563;GO_0016853;GO_0004807;GO_0005737;GO_0005829;GO_0006094;GO_0046166;GO_0006096
P00953,GO_0016874;GO_0006436;GO_0006412;GO_0006418;GO_0005737;GO_0000166;GO_0004812;GO_0005829;GO_0005524;GO_0004830
Q81R22,GO_0046655;GO_0004146;GO_0016491;GO_0006730;GO_0000166;GO_0005829;GO_0050661;GO_0046872;GO_0046654;GO_0046452
Q9I4L4,GO_0042597
Q8CHT0,GO_0006560;GO_0010133;GO_0016491;GO_0016620;GO_0004029;GO_0005829;GO_0003842;GO_0005739;GO_0005759;GO_0042802
W8TRN9,GO_0046872;GO_0016832;GO_0005975;GO_0030388;GO_0016829;GO_0004332;GO_0008270;GO_0006096
P05089,GO_0004053;GO_0006525;GO_0016787;GO_0005737;GO_0060336;GO_0006527;GO_0000050;GO_0070965;GO_0005576;GO_0002250;GO_0016813;GO_0046007;GO_0019547;GO_0042832;GO_0002376;GO_0009624;GO_0042130;GO_0005515;GO_0030145;GO_0005829;GO_0046872;GO_2000552;GO_0045087
Q96PN6,GO_0015630;GO_0046872;GO_0007189;GO_0031514;GO_0051117;GO_0007286;GO_0004016;GO_0071890;GO_0005524;GO_0007283;GO_0016829;GO_0003351;GO_0000166;GO_0030145;GO_0006007;GO_0000287;GO_0006171
Q54873,GO_0030246;GO_0005576;GO_0016837;GO_0030340;GO_0003824;GO_0016829;GO_0005975
P22340,GO_0046930;GO_0015288;GO_0034219;GO_0009279;GO_0015774;GO_0016020;GO_0015144;GO_0006811
P56868,GO_0016853;GO_0047661;GO_0071555;GO_0009252;GO_0008360;GO_0016855;GO_0008881
P21642,GO_0046872;GO_0030145;GO_0006089;GO_0006090;GO_0004611;GO_0017076;GO_0005525;GO_0016829;GO_0000166;GO_0004613;GO_0016831;GO_0006094
Q5M4H8,GO_0055085;GO_0015833;GO_0005886;GO_0006857;GO_1904680;GO_0022857;GO_0016020;GO_0042802
P52011,GO_0005515;GO_0016018;GO_0003755;GO_0006457;GO_0005737;GO_0016853
P00760,GO_0005515;GO_0016787;GO_0008236;GO_0004252;GO_0005615;GO_0097655;GO_0004175;GO_0007586;GO_0097180;GO_0046872;GO_0005576;GO_0006508;GO_0008233
Q96W94,GO_0003837;GO_0046872;GO_0016813;GO_0016787
Q9ZMY2,GO_0008652;GO_0009164;GO_0016787;GO_0019284;GO_0005829;GO_0008782;GO_0009116;GO_0009234;GO_0019509;GO_0102246;GO_0009086;GO_0003824;GO_0008930
P06169,GO_0030976;GO_0047434;GO_0046872;GO_0000949;GO_0047433;GO_0003824;GO_0000955;GO_0050177;GO_0016829;GO_0006559;GO_0006569;GO_0016831;GO_0000287;GO_0005515;GO_0004737
Q24451,GO_0016020;GO_0000139;GO_0006491;GO_0016787;GO_0030246;GO_0004559;GO_0003824;GO_0005783;GO_0005795;GO_0035010;GO_0005975;GO_0006486;GO_0016063;GO_0004572;GO_0015923;GO_0016798;GO_0005794;GO_0046872;GO_0006013
P12931,GO_1900182;GO_0070301;GO_0016477;GO_0030900;GO_0036120;GO_0033146;GO_2000588;GO_0090263;GO_0035556;GO_0071560;GO_0048477;GO_0071498;GO_0042311;GO_0000166;GO_0060065;GO_0010954;GO_0018108;GO_0071803;GO_0034614;GO_0060491;GO_0032205;GO_0036035;GO_0060444;GO_0042476;GO_0034446
P00811,GO_0008800;GO_0017001;GO_0016787;GO_0046677;GO_0042597;GO_0030288
P62617,GO_0005515;GO_0030145;GO_0006744;GO_0016114;GO_0008685;GO_0016829;GO_0046872;GO_0019288;GO_0008270;GO_0008299;GO_0042802
Q8A712,GO_0046872;GO_0016788;GO_0016787
AX0001,GO_0016787;GO_0003824;GO_0003674;GO_0016798;GO_0004553;GO_0008422;GO_0015926;GO_0008152;GO_0009987;GO_0008150;GO_0044238;GO_0009056;GO_0110165;GO_0005575;GO_0005622
P14210,GO_0060665;GO_0000902;GO_0001889;GO_0005515;GO_0032715;GO_1902042;GO_0004252;GO_0014856;GO_0050673;GO_0050728;GO_0048012;GO_0004175;GO_1900744;GO_0005102;GO_0043410;GO_0006508;GO_0051450;GO_0032733
P01556,GO_0042531;GO_0033644;GO_0035821;GO_0005576;GO_0090729;GO_0046812;GO_0005534;GO_0020002;GO_0042597;GO_1902494;GO_0016020;GO_0005515
Q9STC1,GO_0030246;GO_0005975;GO_0016798;GO_0003824;GO_0016829;GO_0016787;GO_0004553;GO_0047457
P04789,GO_0046166;GO_0006094;GO_0006096;GO_0005737;GO_0020015;GO_0005829;GO_0016853;GO_0004807;GO_0019563;GO_0005777
P24182,GO_0005515;GO_0006631;GO_0016874;GO_0003989;GO_0000166;GO_0006633;GO_0006629;GO_0045717;GO_0042803;GO_0046872;GO_0003824;GO_0004075;GO_0005524
O43175,GO_0016491;GO_0070314;GO_0021510;GO_0019530;GO_0021782;GO_0021915;GO_0009448;GO_0006541;GO_0004617;GO_0030060;GO_0006544;GO_0006566;GO_0016616;GO_0005515;GO_0006564;GO_0010468;GO_0022008;GO_0031175;GO_0009055;GO_0051287;GO_0006563
Q93J45,GO_0006508;GO_0046872;GO_0070573
P00915,GO_0005515;GO_0004064;GO_0016836;GO_0005737;GO_0004089;GO_0005829;GO_0016829;GO_0018820;GO_0046872;GO_0008270
